,OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district,filepath
3503,3645.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3645,Bentworth School District,Washington,Scott Martin,724-239-2861,smartin@bentworth.k12.pa.us,,http://www.bentworth.org,"150 Bearcat Drive , Bentleyville, PA 15314",Local,School District,Washington,,Bentworth School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3645_Bentworth_School_District.pdf
3504,3646.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3646,Bethlehem-Center School District,Washington,,724-267-4910,marcolinil@bcasd.net,,http://www.bc.k12.pa.us,"194 Crawford Rd , Fredericktown, PA 15333",Local,School District,Washington,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3646_Bethlehem-Center_School_District.pdf
3505,3647.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3647,Burgettstown Area School District,Washington,"James M. Walsh, Ed.D.",724-947-8136,jwalsh@burgettstown.k12.pa.us,,http://www.burgettstown.k12.pa.us,"100 Bavington Road , Burgettstown, PA 15021",Local,School District,Washington,Smith Township,Burgettstown Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3647_Burgettstown_Area_School_District.pdf
3506,3648.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3648,California Area School District,Washington,Mary C. Burford,724-785-5800,burfordm@calsd.org,,http://www.calsd.org,"11 Trojan Way, Room 129 , Coal Center, PA 15423",Local,School District,Washington,,California Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3648_California_Area_School_District.pdf
3507,3649.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3649,Canon-McMillan School District,Washington,Scott Chambers,724-746-2940,chamberss@cmsd.k12.pa.us,,http://www.cmsd.k12.pa.us,"1 North Jefferson Avenue , Canonsburg, PA 15317",Local,School District,Washington,,Canon-McMillan School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3649_Canon-McMillan_School_District.pdf
3508,3650.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3650,Charleroi Area School District,Washington,Elaina Zitney,724-483-3509,ezitney@charleroisd.org,,http://www.charleroisd.org/,"125 Fecsen Drive , Charleroi, PA 15022",Local,School District,Washington,Charleroi Boro,Charleroi School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3650_Charleroi_Area_School_District.pdf
3509,3651.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3651,Chartiers-Houston School District,Washington,Donald L. Bennett,724-746-1400,don.bennett@chartiers-houstonsd.com,,http://www.chbucs.k12.pa.us,"2020 West Pike Street , Houston, PA 15342",Local,School District,Washington,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3651_Chartiers-Houston_School_District.pdf
3510,3652.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3652,Fort Cherry School District,Washington,Mary C Burford,724-796-1551,mburford@fortcherry.org,rtk@fortcherry.org,http://www.fortcherry.org,"110 Fort Cherry Road , Mc Donald, PA 15057",Local,School District,Washington,Mt. Pleasant Township,Fort Cherry School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3652_Fort_Cherry_School_District.pdf
3511,3653.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3653,McGuffey School District,Washington,Debbie Engelman,724-948-3731,engelmand@mcguffey.k12.pa.us,,http://www.mcguffey.k12.pa.us/,"90 McGuffey Drive , Claysville, PA 15323",Local,School District,Washington,Buffalo Twp,McGuffey School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3653_McGuffey_School_District.pdf
3513,3655.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3655,Peters Township School District,Washington,,724-941-6251,raub@pt-sd.org,,http://www.ptsd.k12.pa.us,"631 E. McMurray Road , McMurray, PA 15317",Local,School District,Washington,Peters Twp,Peters Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3655_Peters_Township_School_District.pdf
3514,3656.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3656,Ringgold School District,Washington,Kimberley Moore,724-258-9329,righttoknow@ringgold.org,,http://www.ringgold.org,"400 Main Street , New Eagle, PA 15067",Local,School District,Washington,New Eagle Boro,Ringgold School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3656_Ringgold_School_District.pdf
3515,3657.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3657,Trinity Area School District,Washington,Dr. Michael P. Lucas,724-223-2000,lucasm@trinitypride.org,openrecordsofficer@trinitypride.org,http://www.trinitypride.org,"231 Park Avenue , Washington, PA 15301",Local,School District,Washington,,Trinity Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3657_Trinity_Area_School_District.pdf
3516,3658.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3658,Washington School District,Washington,,724-223-5000,dilorenzo@washington.k12.pa.us,,http://www.washington.k12.pa.us,"311 Allison Ave , Washington, PA 15301",Local,School District,Washington,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3658_Washington_School_District.pdf
3518,3661.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3661,Wayne Highlands School District,Wayne,Gregory Frigoletto,570-253-4661,gfrigoletto@whsdk12.com,,https://www.whsdk12.com/,"474 Grove Street , Honesdale, PA 18431",Local,School District,Wayne,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3661_Wayne_Highlands_School_District.pdf
3519,3662.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3662,Western Wayne School District,Wayne,Ellen M. Faliskie,800-321-9973,righttoknow@westernwayne.org,,http://www.westernwayne.org,"1970C Easton Turnpike , Lake Ariel, PA 18436",Local,School District,Wayne,Lake Ariel,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3662_Western_Wayne_School_District.pdf
3520,3663.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3663,Belle Vernon Area School District,Westmoreland,Crystal Clark,724-808-2500,crystal.clark@bvasd.net,,http://www.bellevernonarea.net/bvasd/site/default.asp,"270 Crest Avenue , Belle Vernon, PA 15012",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3663_Belle_Vernon_Area_School_District.pdf
3521,3664.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3664,Burrell School District,Westmoreland,Jennifer Callahan,724-334-1406,callahan@burrell.k12.pa.us,,http://www.burrell.k12.pa.us,"1021 Puckety Church Road , Lower Burrell, PA 15068",Local,School District,Westmoreland,,Burrell School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3664_Burrell_School_District.pdf
3523,3666.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3666,Derry Area School District,Westmoreland,Scott Chappell,724-694-1404,schappell@dasd.us,,http://www.dasd.us,"982 N. Chestnut Street Ext , Derry, PA 15627",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3666_Derry_Area_School_District.pdf
3526,3669.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3669,Franklin Regional School District,Westmoreland,Donna L. Wolf,724-327-5456,dwolf@franklinregional.k12.pa.us,,http://www.franklinregional.k12.pa.us,"3210 School Road , Murrysville, PA 15668",Local,School District,Westmoreland,Murrysville,Franklin Regional School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3669_Franklin_Regional_School_District.pdf
3527,3670.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3670,Greater Latrobe School District,Westmoreland,Dan Watson,724-539-4200,dan.watson@glsd.us,,http://glsd.us/site/default.aspx?PageID=1,"1816 Lincoln Avenue , Latrobe, PA 15650",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3670_Greater_Latrobe_School_District.pdf
3528,3671.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3671,Greensburg Salem School District,Westmoreland,James. R. Dzurica,724-832-2914,james.dzurica@gslions.net,,http://www.greensburgsalem.org,"1 Academy Hill Place , Greensburg, PA 15601",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3671_Greensburg_Salem_School_District.pdf
3529,3672.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3672,Hempfield Area School District,Westmoreland,Jennifer Krivus,724-834-2590,krivusj@hasdpa.net,,http://www.hasdpa.net,"4347 State Route 136 , Greensburg, PA 15601",Local,School District,Westmoreland,Hempfield Township,Hempfield Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3672_Hempfield_Area_School_District.pdf
3530,3673.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3673,Jeannette City School District,Westmoreland,Patricia Dellinger,724-523-5497,pdellinger@jeannette.k12.pa.us,,http://www.jeannetteschooldistrict.org,"116 Park Street , Jeannette, PA 15644",Local,School District,Westmoreland,City of Jeannette,Jeannette City School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3673_Jeannette_City_School_District.pdf
3531,3674.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3674,Kiski Area School District,Westmoreland,Christine Pastva,724-845-2022,chris.pastva@kiskiarea.com,,http://www.kiskiarea.com,"200 Poplar St , Vandergrift, PA 15690",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3674_Kiski_Area_School_District.pdf
3532,3675.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3675,Ligonier Valley School District,Westmoreland,Tim Kanto,724-238-5696,tkantor@lvsd.k12.pa.us,,http://www.lvsd.k12.pa.us/,"339 West Main St , Ligonier, PA 15658",Local,School District,Westmoreland,Ligonier Twp,Ligonier Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3675_Ligonier_Valley_School_District.pdf
3533,3676.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3676,Monessen City School District,Westmoreland,,724-684-3600,jeff.festor@wiu.k12.pa.us,,http://www.monessenschooldistrict.com,"1275 Rostraver St , Monessen, PA 15062",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3676_Monessen_City_School_District.pdf
3534,3677.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3677,Mount Pleasant Area School District,Westmoreland,,724-547-4100,,,http://www.mpasd.net,"271 State Street , Mount Pleasant, PA 15666",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3677_Mount_Pleasant_Area_School_District.pdf
3535,3678.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3678,New Kensington-Arnold School District,Westmoreland,Tracy Fleeger,724-335-4401,tfleeger@bcccinc.org,,http://www.nkasd.com,"707 Stevenson Boulevard , New Kensington, PA 15068",Local,School District,Westmoreland,New Kensington,New Kensington-Arnold,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3678_New_Kensington-Arnold_School_District.pdf
3537,3680.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3680,Norwin School District,Westmoreland,Jonathan D. Szish,724-861-3039,jszish@norwinsd.org,,http://www.norwinsd.org,"281 McMahon Drive , North Huntingdon, PA 15642",Local,School District,Westmoreland,,Norwin School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3680_Norwin_School_District.pdf
3538,3681.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3681,Penn-Trafford School District,Westmoreland,Brett N. Lago,724-744-2121,RTK@penntrafford.org,,http://www.penntrafford.org,"1006 Harrison City-Export Road , Harrison City, PA 15636",Local,School District,Westmoreland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3681_Penn-Trafford_School_District.pdf
3539,3682.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3682,Southmoreland School District,Westmoreland,,724-887-2005,tarasanp@southmoreland.net,,http://www.southmoreland.net/,"200 Scottie Way , Scottdale, PA 15683",Local,School District,Westmoreland,Scottdale Boro,Southmoreland School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3682_Southmoreland_School_District.pdf
3540,3683.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3683,Yough School District,Westmoreland,James Meyer,724-446-7272,meyerj@youghsd.net,,http://www.youghsd.net,"915 Lowber Rd , Herminie, PA 15637",Local,School District,Westmoreland,Sewickley Twp,Yough School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3683_Yough_School_District.pdf
3541,3684.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3684,Lackawanna Trail School District,Wyoming,Heather Stage,570-945-5184,stageh@ltsd.org,,http://www.ltsd.org,"PO Box 85 , 179 College Avenue , Factoryville, PA 18419",Local,School District,Wyoming,Factoryville Boro,Lackawanna Trail School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3684_Lackawanna_Trail_School_District.pdf
3542,3685.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3685,Tunkhannock Area School District,Wyoming,,570-836-3111,marygene.eagen@tasd.net,,http://www.tasd.net/,"41 Philadelphia Ave , Tunkhannock, PA 18657",Local,School District,Wyoming,Tunkhannock Boro,Tunkhannock Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3685_Tunkhannock_Area_School_District.pdf
3543,3686.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3686,Central York School District,York,Julie Randall Romig,717-846-6789,righttoknow@cysd.k12.pa.us,,http://www.cysd.k12.pa.us,"775 Marion Road , York, PA 17406",Local,School District,York,,Central York School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3686_Central_York_School_District.pdf
3545,3688.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3688,Dallastown Area School District,York,Lisa Kirby,717-244-4021,lisa.kirby@dallastown.net,,http://www.dallastown.net,"700 New School Lane , Administration Building , Dallastown, PA 17313",Local,School District,York,,Dallastown Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3688_Dallastown_Area_School_District.pdf
3546,3689.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3689,Dover Area School District,York,Matthew I. Ulmer,717-292-3671,righttoknow@doversd.org,,http://www.doversd.org,"101 Edgeway Road , Dover, PA 17315",Local,School District,York,Dover Boro,Dover Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3689_Dover_Area_School_District.pdf
3547,3690.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3690,Eastern York School District,York,Teresa Weaver,717-252-1555,righttoknow@easternyork.net,,http://www.easternyork.com,"120 S. Third Street , PO Box 150 , Wrightsville, PA 17368",Local,School District,York,,Eastern York School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3690_Eastern_York_School_District.pdf
3548,3691.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3691,Hanover Public School District,York,Troy Wentz,717-637-9000,twentz@hanoverpublic.org,,http://www.hpsd.k12.pa.us,"403 Moul Avenue , Hanover, PA 17331",Local,School District,York,Hanover Borough,Hanover Public School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3691_Hanover_Public_School_District.pdf
3550,3693.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3693,Northeastern York School District,York,Brian K. Geller,717-266-3667,openrecordofficer@nebobcats.org,,http://www.nesd.k12.pa.us,"41 Harding Street , Manchester, PA 17345",Local,School District,York,,Northeastern York School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3693_Northeastern_York_School_District.pdf
3551,3694.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3694,Northern York County School District,York,Matthew LaBuda,717-432-8691,mlabuda@nycsd.k12.pa.us,,http://www.northernpolarbears.com,"650 S. Baltimore Street , Dillsburg, PA 17019",Local,School District,York,,Northern York County School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3694_Northern_York_County_School_District.pdf
3552,3695.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3695,Red Lion Area School District,York,Jeremiah Underhill,717-244-4518,righttoknow@rlasd.net,,http://www.rlasd.net,"696 Delta Road , Red Lion, PA 17356",Local,School District,York,Red Lion Boro,Red Lion Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3695_Red_Lion_Area_School_District.pdf
3553,3696.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3696,South Eastern School District,York,Laurel Fuhrman,717-382-4843,orlaw@sesd.k12.pa.us,,http://www.sesdweb.net,"377 Main Street , Fawn Grove, PA 17321",Local,School District,York,,South Eastern School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3696_South_Eastern_School_District.pdf
3554,3698.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3698,Southern York County School District,York,Susan M. Green,717-235-4811,susan.green@sycsd.org,,http://www.sycsd.org,"PO Box 128 , 3280 Fissels Church Rd , Glen Rock, PA 17327",Local,School District,York,,Southern York County School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3698_Southern_York_County_School_District.pdf
3555,3699.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3699,Spring Grove Area School District,York,Mark A. Czapp,717-225-4731,openrecords@sgasd.org,,http://www.sgasd.org,"100 E. College Ave , Spring Grove, PA 17362",Local,School District,York,,SPRING GROVE A S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3699_Spring_Grove_Area_School_District.pdf
3556,3700.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3700,West Shore School District,York,Ryan Argot,717-938-9577,rargot@wssd.k12.pa.us,,http://www.WSSD.k12.pa.us,"507 Fishing Creek Road , PO Box 803 , New Cumberland, PA 17070",Local,School District,York,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3700_West_Shore_School_District.pdf
